id,number,repo,html_url,reverted
3257053523,2,AlvaroFGarcia/Eval_bg_tool_consumption,https://github.com/AlvaroFGarcia/Eval_bg_tool_consumption/pull/2,1
3128742480,29,AlvaroLS01/StudentProject,https://github.com/AlvaroLS01/StudentProject/pull/29,1
3126242197,13,AlvaroLS01/StudentProject,https://github.com/AlvaroLS01/StudentProject/pull/13,1
3144281335,33,AlvaroLS01/StudentProject,https://github.com/AlvaroLS01/StudentProject/pull/33,1
3128706151,20,AlvaroLS01/StudentProject,https://github.com/AlvaroLS01/StudentProject/pull/20,1
3120691211,2,AlvaroLS01/StudentProject,https://github.com/AlvaroLS01/StudentProject/pull/2,1
3128723301,25,AlvaroLS01/StudentProject,https://github.com/AlvaroLS01/StudentProject/pull/25,1
3128710321,22,AlvaroLS01/StudentProject,https://github.com/AlvaroLS01/StudentProject/pull/22,1
3128733740,27,AlvaroLS01/StudentProject,https://github.com/AlvaroLS01/StudentProject/pull/27,1
3143915591,31,AlvaroLS01/StudentProject,https://github.com/AlvaroLS01/StudentProject/pull/31,1
3120690534,1,AlvaroLS01/StudentProject,https://github.com/AlvaroLS01/StudentProject/pull/1,1
3143068201,30,AlvaroLS01/StudentProject,https://github.com/AlvaroLS01/StudentProject/pull/30,1
3128706824,21,AlvaroLS01/StudentProject,https://github.com/AlvaroLS01/StudentProject/pull/21,1
3128713545,23,AlvaroLS01/StudentProject,https://github.com/AlvaroLS01/StudentProject/pull/23,1
3143993302,32,AlvaroLS01/StudentProject,https://github.com/AlvaroLS01/StudentProject/pull/32,1
3130020898,1,AlvaroLS01/pos,https://github.com/AlvaroLS01/pos/pull/1,1
3208883002,3,AlvaroLS01/server-loyalty,https://github.com/AlvaroLS01/server-loyalty/pull/3,1
3221889666,6,AlvaroLS01/server-loyalty,https://github.com/AlvaroLS01/server-loyalty/pull/6,1
3208754246,1,AlvaroLS01/server-loyalty,https://github.com/AlvaroLS01/server-loyalty/pull/1,1
3214829511,5,AlvaroLS01/server-loyalty,https://github.com/AlvaroLS01/server-loyalty/pull/5,1
3211299954,4,AlvaroLS01/server-loyalty,https://github.com/AlvaroLS01/server-loyalty/pull/4,1
3257336084,1,Amartya-Roy/IIT-DELHI_AdvanceNLPCourse-Implementation,https://github.com/Amartya-Roy/IIT-DELHI_AdvanceNLPCourse-Implementation/pull/1,1
3275175162,7,AmberMaze/thirty-challenge-code,https://github.com/AmberMaze/thirty-challenge-code/pull/7,1
3128616801,1,Aminorer/interventions_dashboard,https://github.com/Aminorer/interventions_dashboard/pull/1,1
3126870260,4,Andersgoliversen/ago-wp-theme,https://github.com/Andersgoliversen/ago-wp-theme/pull/4,1
3246412669,18,AndrewAltimit/template-repo,https://github.com/AndrewAltimit/template-repo/pull/18,1
3225596067,1,AndrewAltimit/template-repo,https://github.com/AndrewAltimit/template-repo/pull/1,1
3080954450,9,AndyJBen/finance-dashboard,https://github.com/AndyJBen/finance-dashboard/pull/9,1
3080908042,8,AndyJBen/finance-dashboard,https://github.com/AndyJBen/finance-dashboard/pull/8,1
3111281621,88,AndyJBen/finance-dashboard,https://github.com/AndyJBen/finance-dashboard/pull/88,1
3111629736,95,AndyJBen/finance-dashboard,https://github.com/AndyJBen/finance-dashboard/pull/95,1
3127107446,1,Angry-Pigeon/Portfolio-2025,https://github.com/Angry-Pigeon/Portfolio-2025/pull/1,1
3225612277,1,Anhade/blender,https://github.com/Anhade/blender/pull/1,1
3124273215,6,AntalJozsefminiszterur88/FOTOapparatus,https://github.com/AntalJozsefminiszterur88/FOTOapparatus/pull/6,1
3149689796,85,AntalJozsefminiszterur88/LEDapp,https://github.com/AntalJozsefminiszterur88/LEDapp/pull/85,1
